Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
7A53D06E-6,2024-04-28,Security Desk,Facilities,Minor Maintenance,Ordinary,"Just after lunch, the soap dispenser in the men's restroom is empty again. Annoying squeak, but harmless. No action taken, just reporting it for the record."
6B3570C8-D,2026-08-30,Rooftop HVAC Unit,Facilities,Behavioral,Ordinary,"Walking the perimeter, someone left their lunch in the microwave for too long and it smells. Just wanted to note it for the next routine maintenance cycle. Put in a low-priority work order in the system."
BCF84121-D,2026-07-27,Warehouse A,Sanitation,Minor Slip/Trip,Ordinary,"Just after lunch, a few drops of water were on the floor near the breakroom sink. Looks a bit untidy and unprofessional. No action taken, just reporting it for the record."
C2D95830-9,2024-04-09,Cold Storage,Operations,Electrical,Critical,"During the mid-day inspection, I noticed an exposed frayed wire near the main water line. This is a serious precursor to a catastrophic mechanical failure. Evacuated the immediate area, hit the emergency stop, and called security."
2927D650-6,2025-03-23,Security Desk,Logistics,Behavioral,Ordinary,an employee was walking while texting in the admin corridor. Reminded them politely to fix it next time.
0B6E32A8-5,2025-12-14,Warehouse B,Human Resources,Housekeeping,Ordinary,"During my routine walkthrough, the paper shredder bin is slightly overflowing onto the carpet Someone might stub their toe if they aren't looking Wiped it up with a paper towel on my way past"
99B6E902-B,2025-09-20,Security Desk,Security,Uncategorized,Ordinary,"At the start of the morning shift, the paint is peeling off the handrail near the back stairs. Reminded them politely to fix it next time."
021E9EB6-1,2024-07-24,Production Line 1,Sanitation,Housekeeping,Ordinary,"responding to a strange noise, the whiteboard in the meeting room wasn't erased after the morning huddle. not a huge deal but should be fixed when there is time."
E508151F-8,2024-03-15,Welding Bay,Logistics,Uncategorized,Ordinary,"while conducting the monthly audit, someone left their lunch in the microwave for too long and it smells. put in a low-priority work order in the system."
571FFCB7-0,2025-09-22,Loading Dock North,Human Resources,Housekeeping,Ordinary,"responding to a strange noise, teh whiteboard in teh meeting room wasn't erased after teh morning huddle. someone might stub tehir toe if tehy aren't looking. reminded tehm politely to fix it next time."
AC188B40-8,2025-03-06,Freight Elevator,Admin,Minor Maintenance,Ordinary,"While conducting the monthly audit, one of the fluorescent overhead lights is flickering annoyingly. Looks a bit untidy and unprofessional. Left a sticky note on it for the janitorial staff."
C216CD64-D,2024-06-15,Assembly Station Alpha,Engineering,Uncategorized,Ordinary,"During the shift handover, the yellow paint on the pedestrian walkway lines is starting to fade It's just a minor inconvenience Put in a low-priority work order in the system"
B2E3E5FC-F,2024-10-04,R&D Lab,Engineering,Fire/Explosion,Critical,"the only fire extinguisher for the welding bay was depressurized and missing its pin. Put up red caution tape and logged a high-priority, urgent maintenance ticket."
C8F44347-F,2026-07-21,Server Room,Facilities,Housekeeping,Ordinary,"While escorting a contractor, there were a few scattered zip ties left on the floor near the racks. Just wanted to note it for the next routine maintenance cycle. Put in a low-priority work order in the system."
8716AA60-0,2025-09-03,Hallway C,Human Resources,Behavioral,Ordinary,"During the mid-day inspection, someone left their lunch in the microwave for too long and it smells. Annoying squeak, but harmless. I just picked it up myself and threw it away."
EE3D52F7-D,2025-11-19,Hazardous Waste Bay,Human Resources,Behavioral,Ordinary,"During the mid-day inspection, an employee was walking while texting in the admin corridor. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system."
35867634-F,2026-09-09,Loading Dock North,Operations,Housekeeping,Ordinary,"During my routine walkthrough, a wet mop was left leaning against the wall instead of being hung up. Wiped it up with a paper towel on my way past."
3BFFD136-4,2025-06-19,Paint Shop,Operations,Minor Slip/Trip,Ordinary,"while calibrating teh sensors, teh welcome floor mat in teh hallway was slightly bunched up at teh corner looks a bit untidy and unprofessional sent a quick email to facilities about it"
64255B55-B,2024-10-04,Production Line 3,Facilities,Minor Slip/Trip,Ordinary,"While operating the equipment, an extension cord was temporarily taped across the floor for the vacuum. Not a huge deal but should be fixed when there is time. Put in a low-priority work order in the system."
C117F438-B,2024-07-13,Breakroom,Logistics,Behavioral,Ordinary,"Just before heading home, a worker was wearing their safety glasses on their forehead while filling out paperwork. Someone might stub their toe if they aren't looking. Left a sticky note on it for the janitorial staff."
5F6CD04D-2,2025-08-15,Warehouse B,Quality Assurance,Housekeeping,Ordinary,"While calibrating the sensors, a wet mop was left leaning against the wall instead of being hung up. It's just a minor inconvenience. Sent a quick email to facilities about it."
60BA2D25-C,2026-02-24,Cold Storage,Human Resources,Housekeeping,Ordinary,"During the late night shift, there were a few scattered zip ties left on the floor near the racks."
66D3415F-E,2024-09-20,Welding Bay,Fleet Management,Minor Maintenance,Ordinary,"While doing some cleanup, the doorknob to the supply closet feels a bit loose. Just wanted to note it for the next routine maintenance cycle. Wiped it up with a paper towel on my way past."
FF6FA801-D,2025-01-18,Hazardous Waste Bay,Quality Assurance,Minor Maintenance,Ordinary,the paint is peeling off the handrail near the back stairs Put in a low-priority work order in the system
4E86641E-4,2026-01-09,Mezzanine Level,Facilities,Minor Slip/Trip,Ordinary,"Just before heading home, an extension cord was temporarily taped across the floor for the vacuum Looks a bit untidy and unprofessional Put in a low-priority work order in the system"
D83D202D-7,2026-06-07,Assembly Station Alpha,Quality Assurance,Minor Maintenance,Ordinary,I was walking back from the breakroom and the soap dispenser in the men's restroom is empty again. It's just a minor inconvenience. Left a sticky note on it for the janitorial staff.
CDD8155F-C,2026-08-18,Security Desk,Manufacturing,Behavioral,Ordinary,i was walking back from the breakroom and people were talking quite loudly near the designated quiet zone. not a huge deal but should be fixed when there is time. put in a low-priority work order in the system.
535E7ACD-B,2024-07-18,Main Office,Sanitation,Behavioral,Ordinary,"During the late night shift, an employee was walking while texting in the admin corridor. Not a huge deal but should be fixed when there is time. Left a sticky note on it for the janitorial staff."
8352C191-7,2024-09-01,Production Line 3,Quality Assurance,Equipment/LOTO,Critical,Following up on a previous ticket the laser safety guard on the metal lathe had been intentionally bypassed with black tape. I confronted the operator halted work and reminded them of the life-saving protocols.
CF1D8496-7,2024-05-22,Welding Bay,Fleet Management,Behavioral,Ordinary,"During the late night shift, someone left their lunch in the microwave for too long and it smells. Left a sticky note on it for the janitorial staff."
7BDEF2B9-B,2025-01-22,Boiler Room,Quality Assurance,Equipment/LOTO,Critical,Just before heading home an operator was reaching in to clean the mixing blades while the machine was still plugged in Hit the fire alarm and grabbed the nearest extinguisher just in case
8CE0870F-F,2025-04-06,Hallway C,Human Resources,Minor Maintenance,Ordinary,"following up on a previous ticket, the door hinge to the breakroom is squeaking quite loudly. just wanted to note it for the next routine maintenance cycle. flattened the mat out with my foot and kept walking."
9E0C59E5-F,2026-04-20,R&D Lab,Human Resources,Minor Slip/Trip,Ordinary,"Doing a random spot check, a few drops of water were on the floor near the breakroom sink Annoying squeak, but harmless Wiped it up with a paper towel on my way past"
005AEEBF-3,2024-02-07,Production Line 3,Sanitation,Behavioral,Ordinary,"an employee was walking while texting in the admin corridor. Annoying squeak, but harmless."
295DB855-F,2024-06-18,Loading Dock North,R&D,Uncategorized,Ordinary,"During the mid-day inspection, the AC in the admin wing seems to be running a bit warm today. Flattened the mat out with my foot and kept walking."
2CA24BB1-3,2025-08-16,Production Line 1,Security,Housekeeping,Ordinary,"During the shift handover, the blue recycling bin is full and needs to be emptied Just wanted to note it for the next routine maintenance cycle I just picked it up myself and threw it away"
7CB07E93-2,2025-06-09,Visitor Parking Lot,Fleet Management,Housekeeping,Ordinary,"During the shift handover, muddy footprints were tracked all through the main visitor lobby. Annoying squeak, but harmless. Flattened the mat out with my foot and kept walking."
63214A55-E,2025-05-17,Welding Bay,Quality Assurance,Housekeeping,Ordinary,While escorting a contractor the main trash bin was overflowing with paper towels. I just picked it up myself and threw it away.
B535CD60-B,2024-02-17,Production Line 1,Operations,Behavioral,Ordinary,"While calibrating the sensors, someone was wearing earbuds in both ears while at their desk. No action taken, just reporting it for the record."
86793F0E-5,2024-05-24,Main Office,Security,Behavioral,Ordinary,"While conducting the monthly audit, someone forgot to push their ergonomic chair back in under the desk. Someone might stub their toe if they aren't looking. Left a sticky note on it for the janitorial staff."
7EED8CC0-4,2025-07-28,Rooftop HVAC Unit,Human Resources,Behavioral,Ordinary,"I was walking back from the breakroom and a worker was wearing their safety glasses on their forehead while filling out paperwork. Not a huge deal but should be fixed when there is time. No action taken, just reporting it for the record."
24668BCD-7,2026-09-17,Warehouse A,Engineering,Housekeeping,Ordinary,"During the late night shift, the paper shredder bin is slightly overflowing onto the carpet. Purely a cosmetic issue, but worth logging. Left a sticky note on it for the janitorial staff."
31309498-0,2024-05-26,Production Line 3,Health & Safety (EHS),Minor Maintenance,Ordinary,"Walking the perimeter, the paint is peeling off the handrail near the back stairs. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system."
5C252878-7,2024-02-07,Hazardous Waste Bay,Facilities,Minor Slip/Trip,Ordinary,"Just after lunch, the welcome floor mat in the hallway was slightly bunched up at the corner"
34A3544B-B,2024-06-25,Assembly Station Alpha,Logistics,Slip/Trip/Fall,Critical,"While conducting the monthly audit, the safety guardrail on the second-story mezzanine had been completely removed We could be facing a massive environmental spill fine I immediately locked out the machine (LOTO) and called the shift supervisor"
37B38C68-2,2024-02-18,Maintenance Shop,Fleet Management,Minor Maintenance,Ordinary,"the paint is peeling off the handrail near the back stairs. Purely a cosmetic issue, but worth logging."
BC31FEEA-7,2025-07-06,Loading Dock South,Human Resources,Uncategorized,Ordinary,"Following up on a previous ticket, there were a few scattered zip ties left on the floor near the racks. Someone might stub their toe if they aren't looking. Sent a quick email to facilities about it."
A6261A76-4,2026-07-20,Cold Storage,IT,Behavioral,Ordinary,"While escorting a contractor, an employee was walking while texting in the admin corridor. Looks a bit untidy and unprofessional. Left a sticky note on it for the janitorial staff."
C38124BB-2,2024-03-13,Loading Dock North,Sanitation,Housekeeping,Ordinary,"While calibrating the sensors, the whiteboard in the meeting room wasn't erased after the morning huddle. Not a huge deal but should be fixed when there is time."
340C2736-5,2024-04-06,Main Office,Facilities,Slip/Trip/Fall,Critical,"While operating the equipment, there was a massive hydraulic oil puddle that hadn't been cleaned or marked. This is an immediate OSHA shutdown violation. Put up red caution tape and logged a high-priority, urgent maintenance ticket."
7EA8DC21-E,2026-07-13,Assembly Station Alpha,R&D,Minor Maintenance,Ordinary,"Just after lunch, the AC in the admin wing seems to be running a bit warm today. It's just a minor inconvenience. Left a sticky note on it for the janitorial staff."
C57BCAF9-5,2025-09-25,Breakroom,Quality Assurance,Behavioral,Ordinary,"Just before heading home, someone forgot to push their ergonomic chair back in under the desk. It's just a minor inconvenience. I just picked it up myself and threw it away."
107F1D75-5,2024-09-12,Loading Dock North,Engineering,Slip/Trip/Fall,Critical,"responding to a strange noise, there was a massive hydraulic oil puddle that hadn't been cleaned or marked. this could lead to a severe chemical burn or respiratory damage."
C5BA6E4D-3,2025-07-04,Visitor Parking Lot,Fleet Management,Chemical/Hazmat,Critical,"While calibrating the sensors, I saw new contractors mixing volatile cleaning agents without wearing any respirators. This is an immediate OSHA shutdown violation. Immediately shut off the main gas valve and opened the bay doors for ventilation."
1D340B63-F,2024-12-07,Paint Shop,R&D,Fire/Explosion,Critical,"Doing a random spot check, the emergency fire doors at the end of the hall were chained and padlocked shut If someone hadn't noticed, this could have caused a fatal incident Evacuated the immediate area, hit the emergency stop, and called security"
4C52F3F1-0,2026-09-16,Maintenance Shop,Engineering,Electrical,Critical,"At the start of the morning shift, someone had daisy-chained five power strips together to run a heavy-duty industrial compressor. This is an immediate OSHA shutdown violation. I confronted the operator, halted work, and reminded them of the life-saving protocols."
36EB1CBF-A,2026-06-13,Freight Elevator,Fleet Management,Behavioral,Ordinary,"Walking the perimeter, someone was wearing earbuds in both ears while at their desk. Looks a bit untidy and unprofessional. Sent a quick email to facilities about it."
F5B5217C-1,2025-07-13,Cold Storage,Operations,Behavioral,Ordinary,"At the start of the morning shift, someone was wearing earbuds in both ears while at their desk. No action taken, just reporting it for the record."
4DAF29EE-8,2024-09-01,Mezzanine Level,Operations,Housekeeping,Ordinary,"Doing a random spot check, there were a few scattered zip ties left on the floor near the racks. I just picked it up myself and threw it away."
B38AE21A-2,2026-06-02,Freight Elevator,Operations,Behavioral,Ordinary,"At the start of the morning shift, an employee was walking while texting in the admin corridor. Purely a cosmetic issue, but worth logging."
C2623199-D,2024-04-22,R&D Lab,Logistics,Fire/Explosion,Critical,a tall stack of cardboard boxes was pushed directly against an active space heater. This is a serious precursor to a catastrophic mechanical failure. Stood guard to prevent anyone from entering teh zone while waiting for Hazmat.
24483B2A-5,2024-02-24,Warehouse A,Fleet Management,Minor Slip/Trip,Ordinary,"Walking the perimeter, a few drops of water were on the floor near the breakroom sink. Just wanted to note it for the next routine maintenance cycle. Sent a quick email to facilities about it."
296E7D65-2,2024-11-03,Loading Dock North,Fleet Management,Minor Slip/Trip,Ordinary,"While escorting a contractor, an extension cord was temporarily taped across the floor for the vacuum. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system."
E0E6911A-A,2025-07-03,Production Line 2,Logistics,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, the welcome floor mat in the hallway was slightly bunched up at the corner It's just a minor inconvenience I just picked it up myself and threw it away"
55F7CD3F-0,2025-03-29,Welding Bay,Admin,Minor Slip/Trip,Ordinary,During my routine walkthrough the welcome floor mat in the hallway was slightly bunched up at the corner. I just picked it up myself and threw it away.
4736167D-F,2024-05-22,Rooftop HVAC Unit,Logistics,Behavioral,Ordinary,"during the shift handover, an employee was walking while texting in the admin corridor just wanted to note it for the next routine maintenance cycle flattened the mat out with my foot and kept walking"
9803106D-3,2025-04-17,Welding Bay,Security,Minor Slip/Trip,Ordinary,I was walking back from the breakroom and the welcome floor mat in the hallway was slightly bunched up at the corner. Just wanted to note it for the next routine maintenance cycle. Sent a quick email to facilities about it.
6F6FE40A-1,2026-05-30,Production Line 3,Facilities,Minor Maintenance,Ordinary,"Responding to a strange noise, the wall clock in the cafeteria has a dead battery. It's just a minor inconvenience. Flattened the mat out with my foot and kept walking."
FBD66F3D-5,2025-10-21,Welding Bay,Facilities,Housekeeping,Ordinary,I was walking back from the breakroom and there were a few scattered zip ties left on the floor near the racks. Left a sticky note on it for the janitorial staff.
61570C6D-8,2024-03-27,Loading Dock North,Facilities,Housekeeping,Ordinary,"While calibrating the sensors, the blue recycling bin is full and needs to be emptied. Reminded them politely to fix it next time."
757C0ADE-1,2024-12-11,Maintenance Shop,Fleet Management,Behavioral,Ordinary,"while doing some cleanup, someone was wearing earbuds in both ears while at their desk. purely a cosmetic issue, but worth logging. sent a quick email to facilities about it."
5833AB84-A,2024-12-21,Hallway C,Admin,Equipment/LOTO,Critical,"While escorting a contractor, the overhead crane hoist chain was heavily corroded, bent, and missing a safety latch We could be facing a massive environmental spill fine Immediately shut off the main gas valve and opened the bay doors for ventilation"
BD7ED04B-D,2025-11-12,Production Line 2,Quality Assurance,Slip/Trip/Fall,Critical,"Following up on a previous ticket, someone left a pallet of heavy materials wedged right in front of the emergency fire exit. This is a massive fire hazard waiting to happen. Hit the fire alarm and grabbed the nearest extinguisher just in case."
E8FFE1C1-9,2025-01-24,Loading Dock North,Health & Safety (EHS),Minor Slip/Trip,Ordinary,just before heading home the welcome floor mat in the hallway was slightly bunched up at the corner. it's just a minor inconvenience. i just picked it up myself and threw it away.
4212CBCC-7,2025-06-12,Rooftop HVAC Unit,Manufacturing,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, a few drops of water were on the floor near the breakroom sink. Annoying squeak, but harmless. Flattened the mat out with my foot and kept walking."
C01F942B-9,2024-06-22,Warehouse A,R&D,Uncategorized,Ordinary,"During the shift handover, the paper shredder bin is slightly overflowing onto the carpet"
69FD6CA0-6,2024-06-04,Hallway C,Manufacturing,Minor Slip/Trip,Ordinary,"Doing a random spot check, a small piece of packing cardboard was left on the floor near the printers. Someone might stub their toe if they aren't looking. Flattened the mat out with my foot and kept walking."
C8AB5B0F-2,2025-05-15,Paint Shop,Facilities,Behavioral,Ordinary,"While unloading the delivery truck, someone left their lunch in the microwave for too long and it smells. Sent a quick email to facilities about it."
FE2C483F-8,2024-12-22,Loading Dock North,Fleet Management,Uncategorized,Ordinary,"While conducting the monthly audit, a worker was wearing their safety glasses on their forehead while filling out paperwork. Put in a low-priority work order in the system."
D7F6F6DE-0,2024-01-11,Loading Dock South,Logistics,Minor Maintenance,Ordinary,"During the mid-day inspection, the AC in the admin wing seems to be running a bit warm today. Left a sticky note on it for the janitorial staff."
A9522CDA-1,2025-06-26,Assembly Station Alpha,Security,Behavioral,Ordinary,"just before heading home, a worker was wearing tehir safty glasses on tehir forehead while filling out paperwork. it's just a minor inconvenience. put in a low-priority work order in teh system."
B09F7EE0-2,2025-10-15,Security Desk,R&D,Uncategorized,Ordinary,the AC in the admin wing seems to be running a bit warm today. Someone might stub their toe if they aren't looking. Put in a low-priority work order in the system.
214783BE-C,2024-04-23,Loading Dock North,Quality Assurance,Housekeeping,Ordinary,"During the late night shift, there were a few scattered zip ties left on the floor near the racks. Not a huge deal but should be fixed when there is time. Sent a quick email to facilities about it."
41A83F59-0,2025-06-09,Welding Bay,Facilities,Minor Slip/Trip,Ordinary,"just after lunch, a small piece of packing cardboard was left on the floor near the printers. no action taken, just reporting it for the record."
F8EB4F4D-6,2025-04-02,Assembly Station Alpha,Security,Minor Slip/Trip,Ordinary,"While doing some cleanup, the welcome floor mat in the hallway was slightly bunched up at the corner. Put in a low-priority work order in the system."
FCDA93D2-7,2025-05-22,Assembly Station Alpha,Health & Safety (EHS),Uncategorized,Ordinary,"the whiteboard in the meeting room wasn't erased after the morning huddle. No action taken, just reporting it for the record."
6E8F0B2B-9,2025-01-12,Production Line 3,Sanitation,Behavioral,Ordinary,Responding to a strange noise an employee was walking while texting in the admin corridor. Purely a cosmetic issue but worth logging. Sent a quick email to facilities about it.
BDD10176-D,2025-02-26,Assembly Station Alpha,Manufacturing,Minor Slip/Trip,Ordinary,"During my routine walkthrough, the welcome floor mat in the hallway was slightly bunched up at the corner. It's just a minor inconvenience. Flattened the mat out with my foot and kept walking."
F3111BEF-9,2026-06-28,Production Line 1,Facilities,Electrical,Critical,"During my routine walkthrough, I noticed an exposed frayed wire near the main water line. Hit the fire alarm and grabbed the nearest extinguisher just in case."
D1194C0D-7,2025-03-06,Hallway C,Facilities,Minor Maintenance,Ordinary,"While escorting a contractor, the wall clock in the cafeteria has a dead battery. Not a huge deal but should be fixed when there is time."
638A0772-C,2025-05-10,Rooftop HVAC Unit,Health & Safety (EHS),Housekeeping,Ordinary,"While unloading the delivery truck, someone left their empty coffee cups on the shared workstation. Annoying squeak, but harmless. Left a sticky note on it for the janitorial staff."
7C515A99-F,2026-04-28,Visitor Parking Lot,Health & Safety (EHS),Equipment/LOTO,Critical,"During my routine walkthrough, a driver was speeding a forklift blindly around a blind corner with teh forks raised high. If someone hadn't noticed, this could have caused a fatal incident. Put up red caution tape and logged a high-priority, urgent maintnance ticket."
06CBB7DD-5,2024-03-23,Freight Elevator,Fleet Management,Minor Maintenance,Ordinary,"During the mid-day inspection, the bathroom sink faucet has a slow, steady drip. Put in a low-priority work order in the system."
5BA70CF1-E,2026-06-07,Assembly Station Alpha,Facilities,Minor Maintenance,Ordinary,"Following up on a previous ticket, one of the fluorescent overhead lights is flickering annoyingly. Looks a bit untidy and unprofessional. Wiped it up with a paper towel on my way past."
96B53216-F,2026-07-15,Warehouse A,IT,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, the welcome floor mat in the hallway was slightly bunched up at the corner. Flattened the mat out with my foot and kept walking."
B6BD492C-B,2025-09-03,Rooftop HVAC Unit,IT,Minor Slip/Trip,Ordinary,a small piece of packing cardboard was left on the floor near the printers. someone might stub their toe if they aren't looking. flattened the mat out with my foot and kept walking.
D1F5C151-8,2025-08-15,Freight Elevator,Fleet Management,Behavioral,Ordinary,"While unloading the delivery truck, someone left their lunch in the microwave for too long and it smells It's just a minor inconvenience Flattened the mat out with my foot and kept walking"
BC3566A9-E,2026-08-28,Breakroom,Sanitation,Uncategorized,Ordinary,"At the start of the morning shift, there were a few scattered zip ties left on the floor near the racks. Looks a bit untidy and unprofessional. I just picked it up myself and threw it away."
7110CEAB-0,2024-08-15,Cold Storage,Admin,Minor Maintenance,Ordinary,"Just before heading home, the door hinge to the breakroom is squeaking quite loudly Looks a bit untidy and unprofessional Wiped it up with a paper towel on my way past"
322B745B-3,2026-05-04,Chemical Storage,Health & Safety (EHS),Minor Slip/Trip,Ordinary,Responding to a strange noise a small piece of packing cardboard was left on the floor near the printers. Someone might stub their toe if they aren't looking. Flattened the mat out with my foot and kept walking.
348EEDCF-C,2026-09-17,Production Line 3,Facilities,Fire/Explosion,Critical,"while operating the equipment, oily shop rags were actively smoldering inside a regular plastic trash can. could result in permanent eye damage or blindness. i immediately locked out the machine (loto) and called the shift supervisor."
19DE85B4-3,2025-03-17,Production Line 3,IT,Housekeeping,Ordinary,"During the mid-day inspection, the whiteboard in the meeting room wasn't erased after the morning huddle. Someone might stub their toe if they aren't looking. Reminded them politely to fix it next time."
2ADD9F66-2,2026-09-03,Maintenance Shop,Facilities,Slip/Trip/Fall,Critical,"during the late night shift, there was a massive hydraulic oil puddle that hadn't been cleaned or marked evacuated the immediate area, hit the emergency stop, and called security"
80C96AB6-2,2025-05-07,Loading Dock South,Health & Safety (EHS),Behavioral,Ordinary,"people were talking quite loudly near the designated quiet zone. purely a cosmetic issue, but worth logging. wiped it up with a paper towel on my way past."
4E66FDD1-A,2024-06-17,Maintenance Shop,Manufacturing,Behavioral,Ordinary,"While operating the equipment, someone forgot to push their ergonomic chair back in under the desk. No action taken, just reporting it for the record."
52A4F056-2,2024-12-20,Loading Dock South,Admin,Minor Maintenance,Ordinary,"while operating the equipment, the paint is peeling off the handrail near the back stairs. just wanted to note it for the next routine maintenance cycle. no action taken, just reporting it for the record."
17EF539C-C,2026-05-05,Hallway C,Engineering,Minor Maintenance,Ordinary,"During the late night shift, the yellow paint on the pedestrian walkway lines is starting to fade. Purely a cosmetic issue, but worth logging. I just picked it up myself and threw it away."
D5853D9D-1,2025-08-15,Breakroom,Health & Safety (EHS),Behavioral,Ordinary,"Following up on a previous ticket, a worker was wearing their safety glasses on their forehead while filling out paperwork. Left a sticky note on it for the janitorial staff."
83782C88-A,2026-04-01,Paint Shop,Health & Safety (EHS),Minor Maintenance,Ordinary,While unloading teh delivery truck teh wall clock in teh cafeteria has a dead battery Flattened teh mat out with my foot and kept walking
6F1C847D-D,2025-09-19,Visitor Parking Lot,Logistics,Minor Slip/Trip,Ordinary,Walking the perimeter an extension cord was temporarily taped across the floor for the vacuum Looks a bit untidy and unprofessional I just picked it up myself and threw it away
4CCA31C7-C,2026-06-16,Chemical Storage,Engineering,Minor Maintenance,Ordinary,"the yellow paint on the pedestrian walkway lines is starting to fade. Purely a cosmetic issue, but worth logging. Reminded them politely to fix it next time."
FD9D8412-5,2025-09-16,Mezzanine Level,Admin,Minor Maintenance,Ordinary,"Walking the perimeter, the paint is peeling off the handrail near the back stairs. Just wanted to note it for the next routine maintenance cycle. Reminded them politely to fix it next time."
71081E83-A,2026-03-31,Paint Shop,Fleet Management,Behavioral,Ordinary,"During the late night shift, an employee was walking while texting in the admin corridor. Put in a low-priority work order in the system."
0178FB66-2,2024-12-20,Main Office,Engineering,Minor Slip/Trip,Ordinary,"Walking the perimeter, a small piece of packing cardboard was left on the floor near the printers. Looks a bit untidy and unprofessional. Wiped it up with a paper towel on my way past."
5867DFD9-8,2026-03-25,Hazardous Waste Bay,Facilities,Minor Slip/Trip,Ordinary,"Just before heading home, the welcome floor mat in the hallway was slightly bunched up at the corner. No action taken, just reporting it for the record."
E7EA0B27-1,2025-07-07,Production Line 1,Quality Assurance,Uncategorized,Ordinary,"While escorting a contractor, an extension cord was temporarily taped across the floor for the vacuum. Purely a cosmetic issue, but worth logging. Left a sticky note on it for the janitorial staff."
474C93FB-1,2024-01-07,Rooftop HVAC Unit,Engineering,Behavioral,Ordinary,"While calibrating teh sensors, someone forgot to push tehir ergonomic chair back in under teh desk Reminded tehm politely to fix it next time"
FC8379F6-8,2026-07-12,Paint Shop,IT,Equipment/LOTO,Critical,"while calibrating the sensors, the overhead crane hoist chain was heavily corroded, bent, and missing a safety latch. if someone hadn't noticed, this could have caused a fatal incident. evacuated the immediate area, hit the emergency stop, and called security."
80383F81-D,2025-07-22,Boiler Room,Human Resources,Fire/Explosion,Critical,"Doing a random spot check, oily shop rags were actively smoldering inside a regular plastic trash can Could result in permanent eye damage or blindness Put up red caution tape and logged a high-priority, urgent maintenance ticket"
7DA41CD3-A,2024-10-06,Rooftop HVAC Unit,Logistics,Minor Slip/Trip,Ordinary,"While conducting the monthly audit, a small piece of packing cardboard was left on the floor near the printers. Someone might stub their toe if they aren't looking. Flattened the mat out with my foot and kept walking."
D6D0635F-D,2026-02-11,Warehouse B,Security,Minor Maintenance,Ordinary,"While conducting the monthly audit, the soap dispenser in the men's restroom is empty again. Purely a cosmetic issue, but worth logging. Left a sticky note on it for the janitorial staff."
8BCDDC6D-E,2025-06-07,Boiler Room,Security,Minor Maintenance,Ordinary,"At teh start of teh morning shift, teh wall clock in teh cafeteria has a dead battery. Sent a quick email to facilities about it."
79B00519-A,2025-05-14,Production Line 2,Facilities,Housekeeping,Ordinary,"Just after lunch, there was a visible layer of dust buildup on the ceiling ventilation grate. It's just a minor inconvenience. Reminded them politely to fix it next time."
4A335E6B-F,2026-04-01,Paint Shop,Fleet Management,Housekeeping,Ordinary,"during the mid-day inspection, the paper shredder bin is slightly overflowing onto the carpet. looks a bit untidy and unprofessional. wiped it up with a paper towel on my way past."
CC43DD0E-2,2025-03-30,Cold Storage,Logistics,Behavioral,Ordinary,"Following up on a previous ticket, people were talking quite loudly near the designated quiet zone. Reminded them politely to fix it next time."
7ABF16BF-D,2024-11-13,Server Room,Logistics,Housekeeping,Ordinary,"while conducting the monthly audit, there was a visible layer of dust buildup on the ceiling ventilation grate. not a huge deal but should be fixed when there is time. put in a low-priority work order in the system."
45A5F9E1-1,2024-11-06,Warehouse A,Sanitation,Minor Maintenance,Ordinary,"During the late night shift, the wall clock in the cafeteria has a dead battery. Reminded them politely to fix it next time."
DF7D4F17-B,2025-04-26,Rooftop HVAC Unit,Fleet Management,Minor Maintenance,Ordinary,During the mid-day inspection the AC in the admin wing seems to be running a bit warm today. Someone might stub their toe if they aren't looking. Left a sticky note on it for the janitorial staff.
08E59C65-F,2024-02-10,Freight Elevator,R&D,Slip/Trip/Fall,Critical,"Doing a random spot check, the scaffolding for the overhead repair looked visibly bowed and structurally compromised. This could lead to a severe chemical burn or respiratory damage."
4D52172E-8,2024-01-01,Security Desk,Human Resources,Behavioral,Ordinary,"while doing some cleanup, a worker was wearing their safety glasses on their forehead while filling out paperwork. flattened the mat out with my foot and kept walking."
8EB0BCB5-0,2025-05-30,Mezzanine Level,Engineering,Minor Slip/Trip,Ordinary,"following up on a previous ticket, the welcome floor mat in the hallway was slightly bunched up at the corner. looks a bit untidy and unprofessional. flattened the mat out with my foot and kept walking."
5BFB1AA7-4,2024-09-12,Boiler Room,Facilities,Minor Maintenance,Ordinary,"While conducting the monthly audit, the bathroom sink faucet has a slow, steady drip. Flattened the mat out with my foot and kept walking."
A73B4F74-3,2024-01-18,Visitor Parking Lot,Engineering,Minor Maintenance,Ordinary,I was walking back from the breakroom and the AC in the admin wing seems to be running a bit warm today. Someone might stub their toe if they aren't looking. Wiped it up with a paper towel on my way past.
E47BD989-B,2026-06-07,Production Line 3,Human Resources,Behavioral,Ordinary,"during my routine walkthrough, someone forgot to push their ergonomic chair back in under the desk reminded them politely to fix it next time"
5D23F156-9,2024-03-20,Production Line 1,Human Resources,Minor Maintenance,Ordinary,"while operating the equipment, the ac in the admin wing seems to be running a bit warm today. looks a bit untidy and unprofessional. put in a low-priority work order in the system."
